|id|acousticness|danceability|duration_ms|energy|instrumentalness|key|liveness|loudness|mode|speechiness|tempo|valence
Nada Combinado|1QVLWOfkJhTrSUJIfDKRY7|0.615|0.688|211106|0.945|0.0428|1|0.119|-6.191|1|0.0335|137.024|0.983
Faz Falta|5YfMGS6xFupLWM4EkmIwaW|0.651|0.659|181067|0.874|0.172|8|0.243|-6.22|1|0.0288|104.039|0.964
Ando Loco|47iz3YvyaXrDz2E47NARTg|0.108|0.848|175425|0.849|0.0|1|0.44|-4.654|0|0.138|112.083|0.93
Todo El Mundo (Everybody)|1MxoYeSlHsva23nOO2VGCN|0.00349|0.8|223922|0.898|0.0|5|0.418|-3.719|0|0.0557|130.964|0.859
Tan Interesada/Nunu|65WUxuWFeJn7khItdCAIy3|0.0148|0.689|225416|0.947|0.00197|1|0.0562|-5.591|1|0.0583|129.98|0.894
Brinca/Esta Pegao|1bRq26p9rYKZOsy6JuAaF2|0.0178|0.765|270391|0.947|0.0289|11|0.106|-4.077|0|0.0428|131.024|0.767
Dark Latin Groove|1PPA949owQjWXVzzezRpUK|0.0793|0.755|281947|0.925|0.00831|2|0.262|-6.87|1|0.0542|110.112|0.904
Juliana|5W4PLRk58Rll5wywk9G3M7|0.276|0.706|296147|0.961|0.0096|0|0.0732|-3.412|1|0.0422|94.045|0.967
No Morirá - No Matter What|1GbRC9aMT1kBnnQDeyFtsp|0.237|0.599|270347|0.915|2.94e-06|9|0.14|-4.991|1|0.0804|166.416|0.963
Ya No Hay Dolor - Versión Radio|7aEzvyiBZ9EKyhUO86RKIA|0.357|0.707|167875|0.66|0.0|0|0.245|-7.293|0|0.0502|93.001|0.592
Mi Persona Favorita|7cUDjYq2FFF5xuTAkYpsKi|0.478|0.667|221665|0.695|0.0|5|0.0773|-6.78|0|0.151|180.096|0.661
Dame un Poquito de Amor|353O0cz0bGda70b5ILFYqU|0.0799|0.805|206575|0.671|0.0|9|0.186|-9.708|1|0.0746|125.993|0.71
Imposible Olvidarme / Merezco un Nuevo Amor / Lucerito - En Vivo|4Dn2kz5n8O1bbf97K7Uy1s|0.29|0.448|415888|0.869|0.0165|9|0.228|-5.328|0|0.0909|110.501|0.48
Solo Comparame - En Vivo|3XdGpg1g11ON4xSAxNW2Y4|0.556|0.478|294436|0.827|0.000241|9|0.627|-4.157|0|0.081|137.372|0.604
Pasito Tun Tun / Agua de Veneno / Luna Bonita - En Vivo|455EgED3G5stGPG09ol4ty|0.418|0.463|454890|0.837|0.00124|8|0.36|-4.333|1|0.137|138.241|0.605
Como Yo Le Doy|4sUvL7D0XXsxWxHsIB3Cmj|0.328|0.836|221768|0.782|9.41e-06|7|0.211|-5.93|1|0.0833|98.0|0.846
Te Vienes Conmigo|3hEMrAM9w2KLMZw4cXFf7j|0.223|0.86|193985|0.658|3.45e-06|7|0.152|-6.897|1|0.0675|92.013|0.675
Le Damos Jetblue|6pLqtiDHuSxkmi0wjaQiMY|0.0412|0.796|159660|0.874|7.8e-06|1|0.439|-6.747|1|0.194|133.812|0.849
A Dónde Vas?|4hwxCi5rnZBfif3jXq9n0W|0.911|0.293|219040|0.544|0.000617|5|0.694|-10.163|1|0.0552|165.987|0.382
Dile|2x6TkwQrGGTATYVHSGjdt7|0.00501|0.601|239000|0.79|2.51e-05|0|0.286|-8.968|1|0.0451|143.109|0.599
Eres|0vMgAsM5uCGGqRKtQWEqvO|0.633|0.407|191107|0.683|0.0|2|0.73|-7.621|1|0.0386|187.367|0.446
Te Quise Te Quiero y Te Querré|0NRIhUbwz3xE00zHJYYvGK|0.00463|0.369|223315|0.807|0.0105|8|0.0858|-6.496|0|0.0559|98.132|0.455
Tu Silencio|1bIqApGwpN5T5Zij1TqKN4|0.0305|0.427|185543|0.815|0.00406|2|0.452|-6.996|1|0.0464|89.099|0.887
Deja de Llorar|2UkV1EPPMpIyJhIL9R950e|0.0822|0.328|205174|0.639|1.78e-05|7|0.296|-6.285|0|0.0313|146.489|0.399
Como Assim - Live|378FDIfJLgVOLRvFsxnYFP|0.369|0.631|230435|0.381|0.0|7|0.14|-14.98|1|0.283|98.247|0.455
Ela É Demais - Live|2Lo0armQjq5Avi4uIXKDeB|0.0162|0.631|218477|0.613|3.84e-05|1|0.268|-12.191|0|0.222|143.947|0.562
Preciso de Encontrar - Live|34iE2N8JK9uYCGRwTdeWVc|0.0121|0.592|113662|0.691|0.0|11|0.465|-11.709|1|0.418|143.994|0.696
Mi Río Cali|7Hb3FOeSOw47R3r7Um2ZnI|0.255|0.701|231733|0.872|0.000269|0|0.169|-6.701|1|0.0498|110.316|0.753
El Amor|6m4jeoq4FzUqVmgtKdAdE1|0.155|0.642|186084|0.711|4.75e-05|0|0.135|-7.54|1|0.0391|109.376|0.748
El Patillero|6v34G39qT0k8pnSs8THi20|0.541|0.703|203267|0.817|0.0|9|0.238|-4.867|0|0.0423|111.128|0.962
Fórmula 1|0LxCc5e6eYqCytwaiXDTXB|0.443|0.691|157969|0.617|0.0|11|0.298|-6.461|0|0.0352|128.083|0.83
Metade Solteira - Ao Vivo|0mOJDGrsavZ0HlXyHFDMFb|0.638|0.742|158086|0.763|0.0|9|0.185|-4.929|0|0.0407|126.058|0.599
O Tal Do Swing - Ao Vivo|3Q1Hd7Mdk3DM1GqIE1kH19|0.657|0.807|180240|0.776|0.0|7|0.306|-5.202|1|0.0358|131.856|0.507
Comandante - Ao Vivo|0dtAVtldnosaNC13V1Ildz|0.46|0.662|211109|0.848|5.53e-06|7|0.329|-5.566|1|0.043|144.065|0.653
Humo (En Vivo)|0NFtkY8FwMp3NpvXVmRVAH|0.704|0.738|172029|0.841|0.135|2|0.173|-5.585|0|0.0513|103.133|0.622
El Negrito del Batey / la Mama y la Hija (En Vivo)|54Vmr60JhvJon5AQ3AKtNo|0.72|0.743|275412|0.88|0.000314|10|0.0564|-3.773|1|0.0594|135.456|0.94
Pa' la Paloma (En Vivo)|3h1tH70pLNy30KPnU1OD9f|0.427|0.631|206595|0.776|0.489|0|0.0746|-7.382|1|0.0474|117.55|0.527
Me Tiene la Luz Prendida|7il5r8DKCmHDZK6DFTR8qe|0.108|0.834|237363|0.386|0.00572|10|0.0694|-17.846|0|0.0584|139.945|0.915
No Se Puede Vivir Sin un Amor|7GOBhhDOxC9808JSyKRyuv|0.201|0.812|277162|0.538|0.907|5|0.282|-19.356|0|0.0406|134.98|0.651
Filete Bacalao|2YNi2ExPDO0jtk2I4AkdUU|0.0307|0.882|209500|0.457|0.432|10|0.0452|-19.593|0|0.0553|128.041|0.903
El último huayno|0eIfRMSncccWbz7vbrc9Xo|0.0324|0.503|385733|0.763|0.0|5|0.233|-4.316|0|0.073|77.041|0.538
Me gusta chupar|4aUwINjGKQHwGBE3g6aUCC|0.172|0.474|300040|0.853|0.0|0|0.159|-4.744|1|0.0459|160.016|0.837
My way|2cpOyy2x476dklUpJWpVYQ|0.0459|0.345|311533|0.691|0.0|2|0.168|-6.931|1|0.0347|179.652|0.488
Virtudes y Defectos|7qI3CJojL8wlO27ANfSVza|0.778|0.457|220707|0.813|1.05e-06|4|0.194|-4.39|1|0.0769|200.439|0.824
Tu Orgullo Y El Mio|17ECGp5Mcn6uPB8PHMyvCZ|0.402|0.452|238899|0.879|4.37e-06|6|0.119|-2.323|0|0.0638|201.023|0.931
Alguien Como Tu|0L7bvq3q9D02SJTdnbtiGp|0.455|0.535|197124|0.835|0.000545|7|0.115|-3.233|1|0.0516|208.586|0.972
Año 2000|42QRymUGDnj4Zx2HRuqEqO|0.714|0.474|132937|0.772|0.000178|8|0.268|-6.326|0|0.0498|139.794|0.815
Llego El Twist|1CPM2is1eYyAeYE6XCvZgN|0.513|0.342|125571|0.66|0.0|0|0.29|-8.579|1|0.0509|167.611|0.891
Mi Chiquita|6XKq6UdciVHGuINTo3or3E|0.659|0.644|129933|0.775|0.000458|7|0.0585|-9.679|1|0.0438|173.943|0.984
Lo Que Yo Quiero|4Cpbfpg2virEOlh3YxJuws|0.37|0.695|244053|0.83|9.71e-06|0|0.194|-5.222|1|0.0369|93.375|0.808
La Película|0qflB4DixChwkiEllKc9Ja|0.352|0.746|268779|0.838|5.71e-05|4|0.372|-5.314|0|0.0349|92.917|0.814
Corazón Guerrero|09DRtWUJ5nz8c7NvhmDXul|0.285|0.577|250472|0.881|0.000278|7|0.0499|-5.866|1|0.04|179.948|0.637
Presentación Leo Brouwer - En vivo|5kCrDMyvqiFmstY8m80pWr|0.829|0.403|26693|0.524|8.63e-06|10|0.937|-26.302|0|0.307|68.289|0.0946
Donde está la vida - En vivo|2lWYJxxPFWW0LkuvcnbqYW|0.485|0.43|215253|0.62|0.0|10|0.509|-8.03|1|0.136|124.04|0.355
Parece que - En vivo|65ZBL3AepWZDGa67Y0rqgM|0.18|0.421|224267|0.763|1.46e-06|2|0.883|-7.393|0|0.187|184.633|0.591
Wannabe|7sn2JJ4J09YBmo3svDSBQk|0.0798|0.732|217638|0.818|0.0|0|0.0813|-3.689|1|0.0371|107.033|0.782
Ando Lonely feat. Liquits|3pWZZeJlKBrvkvwKMgUB5k|0.0538|0.802|216318|0.84|0.000151|2|0.108|-6.491|1|0.0353|110.029|0.866
Secreto Perfecto|5JhD2rUGFFPJk092M17bRk|0.00691|0.699|180488|0.831|3.45e-06|11|0.252|-4.405|1|0.0284|120.928|0.585
Déjame Vivir|1102XTe0yf8bKhBQ1rgMQj|0.0528|0.752|235973|0.976|0.000275|4|0.032|-5.148|1|0.0693|141.739|0.951
Por Qué Me Haces Llorar|1G0Nf7ektuutnvhNY0q0Kk|0.222|0.72|197867|0.721|0.000247|2|0.33|-5.884|1|0.0256|114.995|0.791
Cada Vez Y Cada Vez|5mtRh9Sfg3vc1cy6FxN8Fq|0.366|0.664|197280|0.485|4.86e-06|5|0.482|-5.52|1|0.0243|98.018|0.702
Una Rosa|0mRWlO0dZkgtTU02L2rHzp|0.101|0.654|196490|0.69|7.36e-05|11|0.298|-3.988|0|0.0787|171.996|0.709
Moja La Yuca|5hI4XBUwCUAvzTQ9rV0YpC|0.403|0.725|161303|0.851|6.52e-06|7|0.351|-6.337|1|0.111|155.078|0.934
Afterhour|1HyVyCV4KbE5fwNItetONp|0.264|0.712|177187|0.844|0.0798|0|0.116|-5.015|0|0.0373|128.056|0.592
The Queen Is Here|2VhJYfE6xg7KlhbAyuOobQ|0.358|0.707|199987|0.746|3.95e-05|10|0.205|-4.157|0|0.19|190.013|0.813
Llego La Queen|1xF9LZI2M40SGEs65yy8MG|0.101|0.684|229027|0.77|2.65e-06|2|0.0916|-4.986|1|0.145|171.942|0.512
Y Tú|6jht7zto5OToAwwu6WrZ8b|0.139|0.832|213680|0.662|0.00219|6|0.0658|-4.069|0|0.048|90.007|0.475
Lo Mejor del Amor|5jlTIwTNeIKx85eXDoMlz7|0.0977|0.699|230173|0.765|0.0|7|0.157|-7.933|1|0.0318|145.97|0.934
Amor de Alquiler|1CUTRdjoxE6vUHCWc8rhKL|0.154|0.548|263360|0.917|0.00389|9|0.949|-4.063|0|0.0458|149.536|0.797
En Mi Cama una Cualquiera|0cPsqaZtB0TCsXCRRNGfya|0.131|0.614|226360|0.742|0.0|0|0.282|-6.395|0|0.0506|147.974|0.878
Silencio por Favor|6uNGc9h34y6FXwI1Pzqvhz|0.532|0.669|203523|0.53|0.0|0|0.0702|-8.512|0|0.0599|93.969|0.898
Yo He Nacido para Quererte|5JahmoBa3ElKiLjJX95c9s|0.661|0.747|161470|0.496|0.0|4|0.514|-10.518|0|0.0815|142.382|0.949
Madre de Cabellos de Plata|0YBAWd17N0ytuv7AF35zVi|0.427|0.774|172617|0.359|0.0|4|0.311|-10.731|0|0.0437|109.889|0.839
Te Voy Hacer Falta|7vcRgfeSk6Sz8NdbYJTqD7|0.481|0.834|263173|0.922|0.000319|7|0.0325|-5.387|0|0.051|141.932|0.953
Merengue Rico|6mnzz7zdVV8NQ3x4ltxxLi|0.337|0.636|267613|0.904|4.77e-05|5|0.168|-8.635|0|0.0459|153.666|0.758
Ay!|06I3dKhmKVmPso2q2x7IJz|0.226|0.839|228853|0.79|0.000101|0|0.293|-7.053|1|0.0457|140.061|0.957
Sobredosis|52B1DsYcQs5LMTqff5ypuQ|0.404|0.712|244651|0.783|2.14e-05|10|0.0627|-5.583|1|0.0394|173.955|0.958
Nadie quien te quiera|6gRUzDjH9v1iNomIENAcTK|0.232|0.793|241187|0.765|0.000219|0|0.143|-6.073|0|0.0556|102.948|0.808
Mi amante niña, mi compañera|5pl7zrhO7dLPPwuVZzPzht|0.584|0.805|261021|0.744|3.74e-05|9|0.0796|-5.603|0|0.0481|167.955|0.894
Renasceu|1ZYnycarqzj2b0Ff1Tu273|0.0281|0.621|199768|0.807|3.17e-05|11|0.22|-6.853|0|0.0361|158.022|0.615
Tô Free|1zEaCQSNhUppuO1YK98kt4|0.036|0.671|196607|0.851|2.31e-06|1|0.209|-5.237|0|0.0598|139.988|0.845
Tem Paciência|0CVm5f1IJOJLIeoWEKJnJ4|0.115|0.588|165088|0.706|3.84e-05|6|0.309|-5.942|0|0.108|199.914|0.761
La Santi|3yPJR7OjN9qQx5i6aZGujx|0.0999|0.833|148560|0.811|0.000187|4|0.276|-5.381|0|0.14|160.07|0.97
Bellacosky|4l2XDLRqsOAchBSuzVL5OB|0.0328|0.916|186816|0.901|2.63e-05|11|0.0553|-3.013|0|0.113|110.006|0.819
Muevete Asi|5J3wdHa6VthVEptjcJQmdb|0.0625|0.805|178752|0.845|0.000367|10|0.324|-3.365|0|0.0999|180.04|0.779
Intro|2eAv5p14hLubqsbnC7M7vR|0.153|0.523|150021|0.749|0.0|9|0.176|-8.932|1|0.53|120.056|0.449
Parece Sincera|7tHRDT0v7QlNhGw2NOx1aj|0.228|0.673|184581|0.844|0.0|11|0.128|-5.783|0|0.0424|96.018|0.601
Tell Me Why|3fQKF3A6NcePj4KFTb0WnL|0.436|0.694|181629|0.817|9.5e-06|11|0.099|-6.65|1|0.0661|93.964|0.876
Me Hace Doler el Pecho|42UFBvNJxr3DxGLfKAlnjs|0.695|0.492|256147|0.678|0.0|6|0.123|-3.892|1|0.0448|85.989|0.732
Ese Es El Secreto|0DU2k4YVBVgWnO31gymDPH|0.647|0.59|197360|0.605|1.23e-05|1|0.0673|-4.735|1|0.0335|93.961|0.854
Como Gitana|4cuuXobfzYM6SNqHy1spU2|0.286|0.553|171187|0.647|0.0|1|0.0267|-4.053|0|0.0431|164.098|0.841
Come On Baby|176xAsP7BxPCypyVV0a6DG|0.0378|0.854|258533|0.953|0.000619|5|0.166|-7.86|0|0.0663|135.987|0.863
Ella Es Mi Gloria|6Bvq0YBz2rM7meU2eNKA6j|0.351|0.731|195413|0.787|1.37e-05|9|0.146|-5.985|1|0.0633|104.599|0.569
Bandida|5jkMfGDDA2aNT5N0mnzJt9|0.377|0.88|252507|0.867|0.00129|9|0.0312|-8.732|1|0.0512|122.984|0.965
El viejo de la bolsa|6xRKi7QJjAVoCU1u0o6xYz|0.0265|0.483|213600|0.91|0.0|9|0.35|-2.643|1|0.07|163.319|0.823
Berretines de verduga|2Lysj2eiCT64XnqRLmVszp|0.216|0.829|176973|0.595|0.0|5|0.07|-5.139|0|0.187|86.924|0.819
Soy un re gede|4FamxPsTYOtm0fCTkgjxsh|0.0694|0.622|198547|0.667|0.0|2|0.843|-5.094|1|0.22|166.306|0.714
Mi Éxito|00B5pVSGrBYKv1BawW26Av|0.611|0.538|199841|0.621|0.0|4|0.148|-6.547|1|0.0395|91.172|0.205
Yo Tengo Fe|2HdmWfC11A9j4a8TL3vU0d|0.406|0.442|202230|0.428|0.0|9|0.624|-7.93|1|0.03|95.703|0.876
Cantares|28cOoBeARTIixo4F72tPXo|0.38|0.6|201154|0.588|0.0|7|0.124|-7.636|1|0.0376|119.803|0.451
Ella Es Mi Todo|3NURLVsUkFfucMYFyegH1X|0.357|0.758|284000|0.658|0.0|0|0.0875|-6.8|1|0.0591|79.99|0.964
De Millon a Cero|5ezffMQ6XjQxKwVEZTlupQ|0.43|0.807|323733|0.874|0.0|6|0.0435|-6.003|0|0.0357|94.305|0.95
Siete Palabras|30z7T7UhIzhndhe8oTxnRW|0.187|0.729|266133|0.854|0.0|9|0.0237|-7.392|1|0.0571|191.929|0.899
Mi Ideología|5zgPTqexbL0xr3cPeqZRGr|0.355|0.644|238640|0.869|6.63e-05|9|0.0889|-4.963|1|0.0883|103.004|0.638
Ay Amor|7gFMaPIIqnfyODROZSZNsW|0.157|0.473|215187|0.918|0.0|5|0.176|-3.941|1|0.197|106.188|0.746
Peligro|32w9EwJRlNdMhHAU7mvc8K|0.428|0.78|199227|0.954|3.29e-05|9|0.308|-3.605|0|0.051|117.529|0.938
Gritar al Mundo|3EWd6awO3gRtiPOwVPpxWn|0.44|0.714|182289|0.767|1.07e-06|2|0.281|-5.101|1|0.0678|95.005|0.609
Ego|3xH8i5xtCiOwgz09cmyBBC|0.494|0.634|238023|0.812|0.000154|11|0.207|-3.933|0|0.0318|92.999|0.62
Hijo Mio (Preludio)|6n3EUyH3jroYK9vMNQaJmP|0.681|0.554|59490|0.354|0.0|0|0.0947|-13.095|1|0.405|144.456|0.416
Criminales|5023n4ADu3nyNEzwpLIw08|0.0562|0.702|186773|0.664|0.0|0|0.125|-6.384|1|0.0471|126.05|0.585
Botado|1UkLCWFXf1O2hVQoDl1xmQ|0.0616|0.642|223800|0.858|0.0|1|0.303|-4.803|1|0.0804|174.139|0.848
Desapareces|1CcIdSCpB2fYeapIVMURDQ|0.00179|0.679|216213|0.821|1.32e-06|6|0.329|-5.879|0|0.0422|117.993|0.801
Ojalá Que Te Mueras - Guitarra y Voz Live|3ivhYmyo042TNyqXBcBlZV|0.912|0.521|248731|0.222|3.47e-06|6|0.961|-13.103|0|0.0522|80.417|0.196
El Beso - Guitarra y Voz Live|6jBykAVg0vl56mHdfbs0X3|0.881|0.538|213198|0.266|0.0|2|0.668|-9.904|1|0.0493|151.626|0.646
Halcón y Colibrí - Guitarra y Voz Live|0LAgv6ZbBQfehWZQdC4Jah|0.918|0.589|182784|0.189|0.0|2|0.687|-12.005|0|0.0855|79.788|0.361
Canción de Juventud - Remastered|55aTp2trAD3wbHzzoYrTjj|0.85|0.22|225384|0.397|0.0|10|0.276|-7.213|1|0.0337|80.987|0.383
Tengo Diecisiete Años - Remastered|2b0dpNwJbqjf5BF8D5FHh3|0.656|0.537|181452|0.714|0.0|5|0.471|-5.991|0|0.0601|94.959|0.613
Más Bonita Que Ninguna - Remastered|3YVNxiuGz8e3LhiHa5NC2O|0.551|0.589|175729|0.472|0.0|4|0.118|-7.574|1|0.0304|83.396|0.909
El Tic Tac de la Habana - En Vivo|15fbuwulw1xRrXd7jGtf5T|0.186|0.554|342158|0.789|0.0|9|0.202|-6.869|0|0.0488|173.896|0.549
Voy a Hacer Con Mi Amor - En Vivo|4ywMttjRf91mQNOUKvaG4p|0.374|0.622|270158|0.807|0.0|1|0.166|-6.25|1|0.0417|90.191|0.644
Modo Avion - En Vivo|3MNeEtqGgD1l7NOxLLbWck|0.311|0.548|294947|0.784|0.0|0|0.111|-6.813|0|0.0745|180.432|0.758
No Te Sientes Igual|0TzPcGalV2nb2LqRNDk543|0.191|0.576|180004|0.699|1.19e-05|1|0.168|-8.627|1|0.0586|89.973|0.367
Triste|6JpUHnddHwv9cJ6sFD0nzM|0.0477|0.702|221777|0.62|3.03e-05|2|0.118|-7.077|1|0.166|123.008|0.0669
El Merengue|6lpGP2JvV7grJ8LBZ5obQS|0.0313|0.775|189357|0.677|0.00517|8|0.112|-4.703|0|0.0442|124.011|0.698
Amarte A La Antigua|0k6Kq4hRSgOnLkj4Qyr2IX|0.709|0.445|212987|0.417|0.0|9|0.233|-6.926|1|0.0286|143.993|0.392
Mi Forma De Sentir|7jvxMAEEOz8Pdp6CmDOQeA|0.701|0.436|247907|0.326|0.0|4|0.132|-8.364|1|0.0288|132.171|0.247
Me Encantas|5sE92juWFbZPTqhiVWjt1K|0.299|0.828|199480|0.832|0.0|2|0.0302|-7.634|1|0.121|102.013|0.922
La Llave de la Vida|62nzmxwNcMs7cMCUzqmap9|0.237|0.666|287672|0.558|8.27e-06|0|0.0746|-7.488|1|0.0294|141.983|0.249
Todo Lo Que Está Pasando Me Gusta|0gXdSw9xE42lyniHMiNGCl|0.174|0.794|246567|0.78|0.00132|9|0.365|-6.577|0|0.104|95.023|0.556
Ahí Vamos|7ARRlhwRLoM48S65LhGYV9|0.389|0.917|209734|0.656|9.31e-06|10|0.094|-6.299|1|0.0348|112.973|0.872
Macarena (Version Drill)|4ztvdfoXwfDPOw5oCcGp1F|0.489|0.592|85970|0.676|8.31e-05|5|0.37|-9.942|1|0.358|126.683|0.685
Embala|60hZZOvHhe9tgcGG0Jv0xC|0.0294|0.625|197733|0.877|4.25e-06|8|0.322|-7.018|0|0.0773|161.965|0.869
Meu Farol|5sMk9T2qy1GJxViPNKbjWB|0.0442|0.738|208120|0.805|3.16e-06|9|0.16|-8.998|1|0.0423|105.001|0.7
Na Doideira|3mmDcjkCnbEEFh11RgmU4Y|0.0133|0.649|211093|0.837|0.0|7|0.22|-7.067|1|0.0516|174.084|0.798
El Alacrán|2lg8sMY8aLMB8kgyVUZmdM|0.0309|0.93|242293|0.726|0.0103|11|0.0894|-8.919|0|0.0561|131.078|0.819
La Hora De Bailar|6vPvOIFPhNGH8p4bhNjHHy|0.0953|0.908|288107|0.696|0.0|1|0.0395|-9.499|1|0.0655|133.545|0.872
Bueno Pa' Gozar|0OkMYPeGXE2PVs3rgwPUoi|0.0835|0.849|272440|0.814|0.00124|5|0.0211|-9.014|0|0.04|133.252|0.968
Por Conquistarte|0rjTdMHEmjbyqzplhC78Ir|0.0943|0.773|222936|0.751|0.0|7|0.179|-4.924|1|0.0302|109.079|0.928
Por Ella, Solo por Ella|3y2rSgAkEp9dypJkDXMB2D|0.102|0.733|176970|0.772|0.0|8|0.202|-3.966|1|0.0362|99.0|0.915
No Soy Nada Sin Tu Amor|3x0guDus1raVtK8ci45DMu|0.034|0.7|220682|0.757|3.1e-06|7|0.324|-4.836|1|0.0261|103.967|0.911
PR Es Salsa|17IA9hATz4TlvXWvRAsJVp|0.507|0.671|879256|0.662|0.00471|5|0.102|-9.567|1|0.0362|97.973|0.729
RD Es Merengue|2MIdvxa7h02VOdq4h0NuKf|0.601|0.521|905874|0.684|0.0211|8|0.092|-11.602|1|0.0354|131.872|0.912
Cuba Es Cha Cha Cha|7p4uRLLTOSUXi4iQPjCnhN|0.625|0.804|931213|0.618|0.00891|7|0.19|-9.583|1|0.0349|140.055|0.961
Donde Estara Mi Primavera|63GtDt1DgPwGHgMghrVqla|0.156|0.409|437453|0.694|0.00269|0|0.0974|-5.349|1|0.0394|100.154|0.555
Te Me Olvidaste|37Z41SjSYOTDdmJt5C8w0V|0.616|0.491|236227|0.653|0.00053|6|0.0968|-4.96|0|0.0325|138.284|0.253
Invéntame|3uRy6UyIWB1FHIoLcMtsLN|0.202|0.571|213080|0.652|1.77e-06|2|0.35|-3.964|1|0.0276|93.001|0.236
Mueva la Cola|71n1keSQ5kJFWagDoBzAvZ|0.199|0.654|139625|0.646|0.00043|7|0.0837|-6.539|1|0.156|137.772|0.962
Alcen las Manos|0kV8yUTj65F1i2hQfBIlpT|0.253|0.853|134400|0.69|6.23e-06|7|0.114|-6.371|1|0.0909|82.935|0.961
Alto Flash Villa Tour|21RB7OCRPbi0xUPZSdIWxz|0.24|0.852|180167|0.812|5.14e-05|11|0.138|-4.347|1|0.0407|83.975|0.861
Tu y Yo|2JZYh01craQNcxOoVi1TUu|0.423|0.844|186977|0.626|0.0|9|0.103|-6.576|0|0.0822|85.986|0.952
No Me Importa|3kPvUey5RmbWQIu90u6o1p|0.396|0.496|204944|0.628|1.48e-06|7|0.082|-6.93|1|0.106|87.393|0.989
En la Paz del Dia|3dH4xaSub5rBuDpbKVvOBg|0.363|0.625|157241|0.719|5.21e-06|7|0.0807|-7.686|1|0.047|87.002|0.921
Vamos Fazer Festa - Ao Vivo|4QWuArHWIWxxNuwGN3uy3t|0.335|0.778|218450|0.966|0.0|9|0.229|-4.07|1|0.0627|112.997|0.731
Não Deixo Não - Ao Vivo|6C1EV5rhLm69RHOYEdTS4x|0.128|0.655|173490|0.919|0.0|0|0.9|-4.46|1|0.0521|104.986|0.629
Fuscão Preto - Ao Vivo|4PlyRV16Diic4YCh2AD1VM|0.0993|0.702|198734|0.908|1.79e-06|9|0.116|-4.677|1|0.0509|106.99|0.796
A Bailar Oriza|4VTirHrmtTDDOtqHdIyDyK|0.152|0.611|229133|0.797|2.16e-05|7|0.0622|-9.352|0|0.0576|118.817|0.908
Ahora Vengo Yo|2k8axjRh5rYaWWz5F4O16W|0.257|0.622|290944|0.749|0.000226|10|0.404|-7.287|1|0.038|109.496|0.966
Algo Pa' Goza'|5VkgJgnpMlsDWm03Ubdacj|0.489|0.648|217896|0.763|0.0132|0|0.227|-4.669|1|0.0323|105.934|0.775
Como Tu|4GpJR2yeah8ZDTjivJUydj|0.276|0.759|253650|0.791|4.15e-06|1|0.132|-6.565|1|0.032|124.996|0.591
Sobrenatural|34vXiRjDFnHmSgB2HVRYmF|0.335|0.756|230218|0.8|1.38e-06|9|0.134|-5.992|1|0.0599|127.03|0.685
Le Gustas|1MVJu0lTCu0fCTV44X2N6L|0.194|0.815|195084|0.78|4.75e-06|0|0.0702|-5.322|1|0.0457|126.002|0.55
No te vayas|2oQIEYGZ5ECQYvZ6iWWgP3|0.052|0.679|212987|0.878|0.000149|2|0.131|-7.221|1|0.058|94.97|0.636
Que será|5GEkwTkebGeZ8tEEALHCDT|0.0856|0.581|191987|0.822|0.00206|8|0.24|-7.255|1|0.0454|98.078|0.496
Devuelveme la vida|4Sjg9UxATX8mwh9rZI4IQp|0.0807|0.523|186987|0.872|2.82e-06|5|0.156|-6.687|1|0.0431|89.978|0.612
La unica|4DnGamxyJflzGHHqOoWzrA|0.785|0.723|257576|0.789|0.000247|5|0.0858|-6.984|1|0.0343|89.707|0.901
Amame toda la noche|4UXLUkPwXdzFOwvpLS1PF7|0.71|0.702|257143|0.715|4.31e-05|7|0.124|-6.449|1|0.0402|174.991|0.928
Por ella EN VIVO|71sPf0iacpeNJSCOt3LSop|0.623|0.664|456000|0.714|0.00182|10|0.0382|-5.276|1|0.0378|92.582|0.957
Bye Bye Mariana|4jSKk2CwNRoaAOg7mPXPfa|0.0181|0.186|251588|0.733|2.88e-06|0|0.301|-3.519|1|0.0401|79.659|0.594
Con Los Brazos Cruzados|5LwNGnFkVEIY7sMVcobiEf|0.797|0.307|186107|0.738|0.021|11|0.518|-4.007|0|0.0382|95.99|0.679
El Mundo Sigue Girando|47gEfMF7Mvfid0A7VtJG2j|0.762|0.27|154991|0.758|3.27e-05|4|0.717|-2.274|0|0.044|123.059|0.651
Nostalgia|49lnyiMElwpNioGx0Uiqsh|0.815|0.418|265517|0.491|0.000126|6|0.11|-7.8|0|0.0403|139.326|0.19
Decepción|0rwrCAnXu4pP2FwKxRqLS8|0.645|0.558|295900|0.575|0.000678|7|0.14|-7.811|0|0.0712|97.669|0.907
Niña|276fRBbjlVBxzO08zM5Hcm|0.816|0.475|237667|0.531|1.72e-05|11|0.203|-7.343|0|0.0413|141.333|0.578
Si Me Comprendieras|1K7R4ODMVjxJUapbE2MVy5|0.672|0.466|259000|0.591|0.0|7|0.195|-5.717|1|0.0369|143.261|0.509
El Amor Es Libre|5vKLIRh8dXE4pkZUMq0dBc|0.752|0.477|219019|0.579|0.0|7|0.0644|-6.645|0|0.0485|170.005|0.7
Luna Negra|4vrWbIu3p67l8lbAj9YiOH|0.809|0.312|259867|0.412|9.39e-06|0|0.183|-7.606|0|0.0318|84.712|0.206
