,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Nuh Wan Dat,21ijs3LQLuPen6zYvq2vC8,0.0197,0.697,232427,0.642,0.0,0,0.108,-5.143,1,0.17,78.041,0.65
Bio,3olidQMR3gtktPMzTJvbu1,0.828,0.449,216232,0.3,0.0,7,0.112,-15.719,1,0.0737,132.13,0.34
Replay,7d1CFwrBmH34gmS0Hkbfbt,0.0416,0.688,209187,0.723,0.0002,6,0.302,-6.682,0,0.121,140.023,0.618
Sola,111r6uPOzxreJcANJtUhMn,0.0133,0.698,225880,0.721,0.000119,7,0.165,-6.578,1,0.0303,91.986,0.779
Killing Me Softly with His Song,5w9ciy5RAWtbVho4dZFn5A,0.0754,0.826,263840,0.384,1.43e-06,10,0.309,-9.925,1,0.0703,92.419,0.488
Legado,6cTwdByIlmzipDrwzE65Nd,0.00197,0.536,193946,0.842,0.000845,6,0.309,-3.658,0,0.0297,109.998,0.606
Curita,0GxHlCKJEJqjIy5YN8dC6A,0.817,0.606,192000,0.384,3.67e-06,6,0.229,-8.296,1,0.0353,134.94,0.584
Paradox,0nmmoU4tnCsbCHEEfvcJQq,0.262,0.716,402926,0.924,0.00031,7,0.139,-7.304,1,0.0443,94.963,0.765
Noble,5PawSje8aNGcS2QZ3RKkl0,0.05,0.551,197140,0.801,0.000681,4,0.476,-8.275,0,0.529,161.819,0.518
MULTIVERSO,3hOYzuMBAg3yPxglI5wEyA,0.0743,0.631,223900,0.904,0.0,5,0.0971,-4.352,1,0.0371,132.965,0.537
Sueños de intimidad - 1982,0QDYCpP3hk4sGPzAJmCko5,0.000373,0.534,286293,0.969,0.232,4,0.184,-4.629,0,0.109,114.739,0.621
Something’s Coming,4F17nB9GKTSPfocx9D7jHx,0.111,0.514,173069,0.825,0.0,0,0.333,-4.452,1,0.0748,119.985,0.411
Come Closer,38zyayEpvvZkmz5S4jPqtQ,0.33,0.691,208800,0.567,0.0,0,0.443,-5.912,1,0.054,99.978,0.781
Paz en Mi Mente,6uMUFQFmXZlodWPs6TEuK3,0.218,0.621,209507,0.635,0.0,9,0.1,-6.237,0,0.0322,171.909,0.751
Mejor Sin Mi,4APdMB3BJLhdUm4ybkA54c,0.38,0.685,243800,0.815,0.0,0,0.161,-5.0,1,0.0348,88.025,0.475
Any Love,7bxvEJTeHETJchJLrjxHPQ,0.587,0.63,133867,0.386,0.0,5,0.399,-7.052,1,0.0601,96.746,0.806
Strangers By Nature,13CVSGLSFl4UxpDVR6u3dq,0.798,0.387,182163,0.253,0.000159,5,0.0848,-8.901,1,0.0336,68.004,0.134
EL NIÑO,6inSd4dgpqoeXdPzP3B6ac,0.362,0.794,130715,0.666,0.0,11,0.299,-5.821,1,0.085,139.951,0.669
La Mulatona,2XcLo9bS3tEGFWKPPoZTxk,0.545,0.727,276467,0.505,1.12e-05,3,0.112,-12.471,1,0.0377,88.992,0.854
Se Acabo,05dXdXDM8MOhOiYGnDHUYN,0.334,0.795,185865,0.841,0.0,1,0.194,-2.54,0,0.126,144.984,0.637
fantasma de madrid,7CwL6W93feirVXjswbHcKH,0.0339,0.561,197582,0.649,0.0,4,0.283,-3.385,1,0.0369,82.048,0.749
Hola Mundo - Instrumental,6ak3kHSr0ZilA6V3QRKRJJ,0.863,0.134,75973,0.14,0.851,10,0.474,-17.728,1,0.0352,86.668,0.0613
Gravitacional,582byUnmA8H1FcVDUaA05W,0.265,0.531,196469,0.942,1.42e-06,7,0.226,-4.699,0,0.0412,154.032,0.95
Loco,2rmKgYUDOTlalBRsyF85uO,0.00268,0.576,182070,0.769,0.0,2,0.0878,-8.351,1,0.0317,125.003,0.529
Turn Off The Lights,3ztHqQfk00GHZWtmLkNyk1,0.0394,0.429,171250,0.746,0.0,3,0.12,-5.293,1,0.0647,104.624,0.321
Obsesión,0fbiPTGVY1Joxr9XBSavsv,0.00771,0.62,246627,0.743,3.71e-05,7,0.152,-7.501,1,0.0338,126.979,0.853
Junta de Vecinos,1nUnddciSPwN16gUE2M4IU,0.0648,0.851,144043,0.682,0.0,7,0.0587,-8.642,1,0.128,109.95,0.822
Somatropina,3R4htDvs4GM6hWNkhaNZNt,0.111,0.6,246339,0.755,0.001,7,0.051,-5.625,1,0.034,128.956,0.32
María,3EN0DqxPu9TAl7IzOSEfgE,0.992,0.263,183750,0.00747,0.000416,1,0.105,-24.443,1,0.0395,137.893,0.275
Horas,4tXSz03pxhAxkG84GxM9cn,0.21,0.853,189100,0.667,0.105,0,0.0935,-4.631,0,0.0402,120.011,0.934
100 Rounds,5kpadKYT1SMIDZPjAv3NQo,0.0645,0.658,145659,0.704,0.0,3,0.216,-4.215,0,0.314,160.13,0.789
No Soy Tan Fuerte,0jrjcSVMdg42U32elVKuIj,0.902,0.475,187123,0.212,5.33e-06,7,0.128,-9.962,1,0.0381,140.404,0.274
Próximos Prójimos,22ZxSKMja9H9kAJYrumaUj,0.496,0.212,88760,0.579,0.943,7,0.105,-14.267,0,0.0403,155.257,0.0395
Pobre Gallo Bataraz,1hN2mQQJJ7JuqhwPnilVU1,0.913,0.379,172139,0.291,0.341,2,0.0956,-15.072,0,0.0409,109.543,0.377
Tanta Ciudad (feat. Leonardo de Lozanne),7KLnjgMxGAjxTZH3QYGBtE,0.1,0.581,239148,0.691,0.0,7,0.326,-6.1,1,0.113,96.834,0.709
Himno de Mi Corazón,7lvtUU5Tyg8O5BpCwsNA8p,0.214,0.602,356500,0.57,0.208,2,0.11,-9.725,1,0.0342,95.021,0.146
Bugatti,2MRmNNNpE6PhWlHWoKMlkW,0.442,0.808,177933,0.673,0.000257,11,0.141,-4.551,0,0.0786,91.954,0.652
Abracadabra - Live,2rogAmlYBK2Ugk0QDJMkmv,0.446,0.646,256208,0.923,0.0,9,0.52,-3.691,0,0.234,132.494,0.87
Dilema,3bDRMfygdJbTDbsdmzc1PP,0.153,0.527,121053,0.562,0.0,9,0.232,-6.623,0,0.0331,119.861,0.188
Malibu,7Et71Nkxm6cP5wOjQcjFec,0.309,0.861,167368,0.645,0.00748,4,0.101,-6.683,0,0.0704,111.005,0.794
Pupilas Lejanas,0zx4IeY0x3mjjmuYc9YjsQ,0.0463,0.733,226000,0.525,0.0,3,0.135,-9.317,1,0.0382,79.998,0.829
Mientras Bailas Sola,68nbZ76p4Wgfkqo2f700uQ,0.0176,0.637,214280,0.86,1.78e-06,5,0.102,-4.998,1,0.0283,134.004,0.583
Respirando,54RFm3qSkFesOZ6UxjzUNp,0.554,0.42,433901,0.645,0.0961,2,0.182,-6.535,0,0.346,72.244,0.435
Amor Que Invento,26jMkDYUCzXyDEPN7oSEdI,0.796,0.82,173055,0.553,0.00017,9,0.136,-6.397,0,0.0287,110.025,0.645
El Tiro Tranquilizador,2VTo86QLxcEC5AJvQUdWJK,0.0854,0.374,354683,0.784,0.0,11,0.128,-6.369,0,0.0446,155.447,0.628
Ximena C,0tGCMFmrtzx3kcw17OfUnH,0.898,0.459,95227,0.148,0.00423,1,0.0731,-21.837,1,0.0656,80.728,0.12
Garras humanas,1P3bEgAHY9uoybE7e3tu8D,0.482,0.466,250333,0.961,4.88e-05,7,0.96,-4.583,1,0.11,147.912,0.54
Raglan Road,5eqeMVPaAdTguY3X80o7Dn,0.661,0.344,247545,0.218,4.12e-06,2,0.0934,-13.193,1,0.0318,81.087,0.19
Woke Up Late (feat. Hailee Steinfeld),4oPWkP9zQ5ANBbfdHGOvKF,0.043,0.698,181827,0.66,0.0,2,0.186,-5.429,0,0.083,119.214,0.351
La Noche,16N0HPDPu4xw42JrhY5gJn,0.00225,0.769,163902,0.892,0.135,7,0.0958,-5.749,0,0.0415,122.979,0.62
Hula Hoop (feat. Machel Montano) - Precision Soca Remix,1VgejoOJoUpSDxOB1wDpyy,0.0657,0.525,243678,0.925,0.0,1,0.0725,-3.542,1,0.119,124.769,0.581
Heard It On The Radio,7oHayh4QodNkQSCyGETShw,0.0127,0.743,158347,0.817,3.5e-06,6,0.232,-5.426,1,0.043,103.997,0.879
Coração de Harpa,2pBxubg1Mb1rqa9VhXSxCn,0.691,0.663,178929,0.531,0.0,0,0.173,-8.84,1,0.0293,138.034,0.762
BRRR,029cuB69yYCgVHND32hjcT,0.377,0.702,216755,0.876,0.0105,10,0.121,-3.066,0,0.154,94.014,0.593
La Vida es Así,5YjElK1myF1qFA9ZCBJTir,0.0115,0.76,183816,0.653,3.6e-06,1,0.137,-4.257,1,0.0706,96.99,0.618
DNCE,2qTPEvJeijDPmmTbU5O5i5,0.00457,0.828,230680,0.729,9.03e-05,1,0.166,-5.766,0,0.0415,114.026,0.88
Morena,4k5Jj5pKYLY8zYqholYAZh,0.00716,0.64,199918,0.881,0.0,6,0.0813,-3.893,1,0.0767,102.023,0.823
Mamá,6lGLqUFJkmf64LKCwmZ342,0.3,0.567,222387,0.819,0.000331,9,0.462,-8.105,0,0.0446,142.014,0.826
Bonita,57xx3fB12Tq9bWGIXL3OUp,0.226,0.719,250813,0.661,0.662,2,0.0851,-7.509,0,0.0596,94.991,0.504
Key To Your Heart,1puLvtjxYrblx3EO9y6c2Q,0.549,0.664,240880,0.507,0.0,7,0.118,-8.052,1,0.0319,129.917,0.301
Merry Christmas Baby,4MEOr5vC6hEt5yWAmxEimt,0.0328,0.353,225747,0.606,0.0,2,0.0794,-4.621,1,0.0345,116.911,0.253
Roast Yourself,7srEBxTo8p8uFCoZVCPfP3,0.00701,0.726,180800,0.731,0.0157,10,0.124,-8.44,0,0.0405,109.018,0.502
Fenómeno,7cgLOsy2pteRUgdqXvDcko,0.108,0.815,197574,0.786,0.0,4,0.113,-6.506,0,0.0577,97.01,0.593
En Tus Ojos,2SvmCcYRFrq4waHWLgMhIK,0.00444,0.732,240693,0.663,0.077,11,0.106,-4.97,0,0.0307,128.054,0.717
Said I Loved You…But I Lied,3y5bErXoyFjMNBCkFq6YZS,0.319,0.443,283693,0.517,0.0,10,0.0724,-6.183,1,0.0249,84.669,0.246
Amor del Centro,1bmxQfOOlUJlcY02EfXCuf,0.334,0.544,204132,0.736,3.86e-05,6,0.133,-7.295,0,0.051,157.436,0.788
Fresh Boyz,7AbQTXCu8BpO1Tu1GzKEq3,0.186,0.725,253160,0.777,0.0,2,0.0655,-6.367,1,0.519,69.858,0.684
Main Titles (You’ve Been Called Back to Top Gun),74BfFG9qR85KXxN49esFVA,0.0404,0.493,150667,0.302,0.834,5,0.107,-12.478,1,0.0289,107.425,0.157
The Things You Do - Steff da Campo Remix,0x0TGlrXo2sbrLqjMBb8sg,0.298,0.748,172460,0.857,0.00855,9,0.0618,-4.671,0,0.0665,125.991,0.199
Never Really Over,1IIV8jglA0klVZy17q665k,0.217,0.77,223297,0.881,0.0,8,0.324,-4.776,1,0.067,99.995,0.367
Voz Sensual,7knaX417Mx5CNbb45VKfzT,0.136,0.871,171067,0.634,0.000253,11,0.125,-7.818,1,0.139,105.192,0.773
Bye Bye,6SfhqcW1KNbFELSCGN01Fh,0.183,0.865,196608,0.469,0.0,2,0.125,-9.712,0,0.0762,119.958,0.234
Mañana,3NZWO7HHejkSDBnaKeyjga,0.134,0.572,271613,0.669,0.125,0,0.1,-8.187,1,0.024,98.977,0.379
Liljankukka,262xEhENd5ZbcM8w0ciwoW,0.591,0.173,257777,0.336,0.000165,9,0.271,-9.792,0,0.0306,188.61,0.243
Desde Que No Nos Vemos - En Directo / WiZink Center / Madrid / 17-11-2019,5Qi6kBjIJBXWEZqu1iuNCI,0.233,0.394,186187,0.896,0.00157,10,0.931,-7.654,1,0.111,139.884,0.776
Mas de Lo Que Pedí,2h2yC3GVaf5F5tMeL4Xk2W,0.483,0.753,135924,0.26,2.09e-06,5,0.115,-12.627,1,0.0442,117.093,0.663
Intro - (Instrumental),1EOom1lcRMyYSAKfR0mYOp,0.00882,0.316,54700,0.568,0.951,8,0.361,-14.01,1,0.0763,117.619,0.229
Put Your Money,6SKIDMQzzPqT348oFTVr0N,0.088,0.694,198479,0.708,5.8e-05,5,0.0753,-8.378,0,0.0489,134.99,0.687
Diva Yourself,1i6JkxHU9mPwjKDCMLvVie,0.00206,0.439,174225,0.883,0.00011,2,0.133,-7.329,1,0.0681,127.46,0.635
And It Was Like That,5B08a5VG95SlMVRXvcXdgz,0.157,0.727,175677,0.509,0.876,4,0.121,-10.593,0,0.0408,105.162,0.677
Clima Tropical,3qPZbR73DQm1ZNrkXvuJ4B,0.121,0.581,209614,0.839,1.95e-06,4,0.102,-5.968,1,0.0517,146.928,0.413
Vemi Bashk (Vamos Juntos),6ioJff1bvmWEwmikpNnG4I,0.0043,0.589,274853,0.784,0.00129,4,0.133,-8.164,0,0.04,135.983,0.76
Ladrón,141njyvlWoi8O6Dx7E1Yui,0.0155,0.734,148606,0.675,6.01e-06,11,0.292,-4.402,0,0.19,126.987,0.834
All I Think About Is You,4WfNqceoLbHtHWHY884dos,0.731,0.59,281135,0.324,3.11e-05,0,0.137,-13.441,1,0.0322,169.675,0.338
LUNA LLENA EN PARÍS - GRANDES ÉXITOS VERSIÓN SALVAJE,4xfnAIH6hULbINuEdBU7d6,0.0164,0.583,205714,0.912,0.0912,9,0.236,-6.521,0,0.0286,139.989,0.902
Si Piensas Volver,0Qr682hOsL01h1DnDRdd2L,0.621,0.668,253613,0.511,0.0,7,0.0569,-9.574,1,0.0311,90.138,0.478
Tiro de Gracia,0icpn4HG1ZBZ7U1moctbqm,0.00719,0.662,220520,0.649,5.16e-06,2,0.132,-7.911,1,0.0374,100.976,0.58
Watchdogs,0Ftrok3e24DeSQouPYO0yc,0.00017,0.475,221072,0.795,0.263,7,0.123,-7.242,1,0.0603,189.953,0.12
Manjar,6OvU71ak5WQESFPEnJkUO5,0.0314,0.64,272000,0.893,2.93e-05,0,0.0759,-3.872,1,0.0412,120.011,0.824
Cuando llegue el fin,5jvvVBoHPkur8YW9VTweMv,0.0377,0.633,210995,0.856,0.0,2,0.269,-5.521,1,0.034,136.933,0.828
Honor y Gloria,7vxqLxG2HdVvPKvk2vZ2aQ,0.11,0.654,209227,0.89,0.0,9,0.0885,-5.159,1,0.0371,144.998,0.58
Piel De Porcelana,4lTswLYocCPqvUXUlcRFtH,0.311,0.41,196859,0.889,0.000129,9,0.267,-8.958,0,0.106,105.132,0.605
Hero's Death,32SBsfr4krQaGWAMpdGA3I,0.968,0.372,67187,0.0556,0.753,0,0.138,-16.758,1,0.202,142.332,0.0819
Greatest Day - Odyssey Mix,3SxxRELHWjhUysHzb6LX4Y,0.0308,0.482,262053,0.633,0.0,1,0.524,-8.777,1,0.0378,111.978,0.194
A Veces Dices Que Si,3FId5Dr1xRT0imQMPdkdGR,0.00731,0.711,200178,0.735,0.0148,5,0.0532,-7.697,1,0.0318,150.032,0.973
Intro Audiophilia,3Gxjr1HV1hU5LMG55hRYyJ,0.0014,0.612,93333,0.655,0.795,4,0.106,-9.405,1,0.173,180.058,0.478
Bump Bump Bump,0RvnH4YDMi39xkJJ4mHu9p,0.0179,0.697,152968,0.941,0.00283,6,0.309,-3.691,0,0.0486,123.996,0.728
Intro,2yoJrajUKP8BWNIsH24WX5,0.978,0.392,26038,0.151,0.961,8,0.214,-22.566,1,0.0505,64.098,0.179
Cheche Valdez,0duaMcDwGPgkgJ2RzuUzyH,0.402,0.573,217867,0.869,3.01e-05,10,0.171,-7.048,1,0.398,169.537,0.947
Higado Quemao,1t2g8pJW64NElf0F7vzc0X,0.465,0.722,179187,0.745,0.000406,4,0.154,-6.736,1,0.0357,124.068,0.797
Let You in (Demo),0UhE90SuWAxM8wijny7le7,0.874,0.616,246887,0.263,0.0,5,0.108,-11.347,1,0.0277,105.974,0.136
El Deseo Que Pedí,0keObqHpiXTq1XrVoLaBGG,0.37,0.714,182521,0.627,0.0,0,0.0772,-6.635,1,0.0283,119.98,0.326
Enfermo Estacional,2SQlfsKXOeZ2d7J2Fq9dZq,0.000944,0.404,194240,0.953,0.000141,7,0.0333,-3.266,1,0.0906,185.006,0.747
Si Se Nos Da,7a6whNX24hSm5V02PXcNMN,0.234,0.799,217151,0.813,7.15e-05,10,0.165,-2.558,0,0.138,90.022,0.44
fiesta de disfraces,5X93iYQaOuN5lwtiPQ7Jh5,0.0489,0.809,187051,0.625,0.0,8,0.209,-9.25,0,0.0896,98.003,0.794
Cazadora,6sffxN0h9TopvUeZqNDkqD,0.438,0.786,162500,0.761,0.000195,7,0.0985,-4.701,1,0.137,129.999,0.714
El club de los imposibles,00GCqJMt9HqSRIGBRmfJuf,0.0715,0.712,288360,0.713,0.00494,9,0.343,-6.277,1,0.0299,112.019,0.73
Daria - En Vivo,5glAkD10qX51HAjQOBF2xS,0.11,0.579,219733,0.77,1.74e-06,5,0.778,-6.639,1,0.0314,137.454,0.681
La Nena,1VYOvKbcqNketLelBUi8UZ,0.264,0.595,156917,0.695,0.0,3,0.35,-6.337,0,0.183,183.946,0.686
I Love You,4zsN5MrNCnANOwyfXlIRcC,0.185,0.734,181496,0.817,4.08e-06,10,0.165,-4.479,1,0.201,168.076,0.768
Locos de remate,4UaTYUFCDzQ0TDvp7mXtr8,0.039,0.569,174948,0.867,0.0,7,0.168,-4.879,1,0.0421,90.018,0.515
Listen to the Silence,12UE7z65YzKgNxZDXHDrqf,0.305,0.223,255053,0.455,0.258,9,0.291,-11.926,0,0.0385,78.71,0.0519
Cosmic Lover,0F9zPiRDS7cu70BVh6t6Aq,0.00332,0.395,229040,0.964,0.00491,2,0.131,-4.298,1,0.115,156.055,0.446
Las Armas de Black Ops 3 - El Concierto en Directo,0XbS58QBec5GaP00Z7LkAa,0.554,0.798,183823,0.498,0.0,9,0.209,-12.774,1,0.0932,95.993,0.842
Young,7cpEhtddPd70q9a48mRvgz,0.0361,0.683,223627,0.682,1.47e-05,4,0.159,-5.911,0,0.0323,93.994,0.506
Bendecir Tu Nombre,5jkb23XB4ThAs25nvTd2Jg,0.986,0.646,334808,0.102,0.921,2,0.0966,-17.802,1,0.0444,74.941,0.246
Start,1HYM42YsijT5tqgJO3PKsn,0.24,0.576,307493,0.531,8.29e-05,2,0.361,-8.296,0,0.0723,79.958,0.342
Honra De Bandoneones (Live),2p4Xwu9LmGOw0qLL3x8sb0,0.918,0.147,49949,0.0568,9.22e-05,5,0.101,-19.295,1,0.041,170.494,0.388
Primero de Escalera,1xHQpN2sx58LuBO9M6AVes,0.0147,0.598,179720,0.689,0.0,11,0.137,-5.124,1,0.0787,129.763,0.58
Under the Moon and Over the Sky,25xaq6bw6tC9dHmZ9pEpXp,0.26,0.388,342200,0.658,0.00141,5,0.141,-8.966,0,0.0381,157.199,0.771
No Me Controles,4G83XIKqqzv9ofGZs47SmF,0.141,0.756,162150,0.682,0.0,1,0.0726,-4.997,1,0.0783,91.972,0.479
Donde Hubo Fuego - En Vivo,20MJTUddEZvt6qUmN1kHdQ,0.417,0.499,360000,0.69,0.000187,7,0.237,-7.861,1,0.0664,150.076,0.445
Frágil (En vivo),7kPio7ze3K2jFeSx4kti28,0.101,0.574,240875,0.737,0.000119,4,0.982,-6.356,0,0.0343,92.097,0.588
Caught in the Middle,6WMRLJ5X7dhcKwQjeshGuL,0.0524,0.519,206467,0.874,0.0,5,0.243,-5.122,1,0.034,96.072,0.572
Is It Bad - Xtravulous Remix,0YAWUXb8MqEQIo6tonL6Dw,0.464,0.799,148608,0.256,0.0503,4,0.0743,-14.424,0,0.134,150.057,0.16
Ya Es de Día,4EaCZUdgbYfHHr3yZb2kpr,0.829,0.769,59207,0.691,0.0,6,0.0575,-4.726,1,0.0471,136.136,0.71
Bodyshakin',39SID7eh7dzJzaw9Oiwg46,0.0287,0.747,213921,0.907,0.0,11,0.0688,-4.685,0,0.0301,112.973,0.966
Drop Your Guard,0QqIxSVOae9uf5hPQIxhSr,0.0588,0.699,194000,0.448,2.08e-06,0,0.322,-8.21,1,0.0272,106.035,0.249
A Mi Primero,5dPH03vFGesSQdgxZjidqw,0.685,0.434,226154,0.675,0.0,11,0.0883,-7.397,0,0.0502,129.99,0.544
Una Mujer Como Tu,2tOj6uFVvwW5zbc5GQ27Ms,0.617,0.706,196000,0.483,0.000139,11,0.343,-8.053,1,0.0518,152.888,0.964
Jefa,1K2h9Y50wXiRsENQHLydZO,0.384,0.761,135522,0.78,1.05e-05,7,0.103,-3.861,1,0.261,140.032,0.43
La Bruja,0s5g3xtlstfguivF8S29Gs,0.584,0.715,241983,0.6,0.0,2,0.392,-9.445,0,0.467,199.718,0.701
Se Siente Bien,6892RHazJd2gcvkWBE6IuZ,0.334,0.757,191933,0.774,1.45e-06,6,0.0852,-6.498,0,0.0432,122.068,0.726
Easy,03nlQCd0E9zIfmARuL2ITE,0.918,0.414,200067,0.306,0.0,2,0.0979,-8.235,1,0.0328,108.866,0.226
Surja Dios,19O5rytHZFDR9yMUig6oih,0.357,0.437,274624,0.514,3.86e-05,11,0.114,-7.827,0,0.0286,143.253,0.204
Lo tengo todo,4hpDVKrY8FQi9nXCw16RBv,0.0566,0.749,171174,0.588,0.000805,2,0.441,-8.751,1,0.0569,96.968,0.108
Entre Tirso y Benavente,1xnaDZi0ZSOSDozKFEiobD,0.533,0.365,257172,0.202,0.0069,6,0.179,-13.031,1,0.0401,96.274,0.128
Siempre Contigo,5kzPDr6rlrmRXBV6T1EuDR,0.335,0.881,145300,0.468,0.0,7,0.302,-7.185,1,0.0543,114.06,0.513
La 11 - MTV Unplugged,6AYodAMMN9XkgRb8BPgDng,0.655,0.682,267787,0.563,0.885,0,0.71,-7.604,1,0.0321,132.985,0.584
Lo Más Grande,20zpWgYbt9jyYKwlS8xkU6,0.995,0.759,252030,0.075,0.96,4,0.0945,-20.976,0,0.0804,119.993,0.262
Santa Claus Is Comin' to Town,3j9Hr6H4sWOVNSVNlsjCVz,0.682,0.613,187133,0.586,0.0,8,0.217,-4.04,1,0.0643,79.994,0.612
Vine solita,2awRM5ndShRtSjR1EEyPk8,0.9,0.431,386213,0.0832,1.28e-05,9,0.221,-12.799,1,0.0389,78.826,0.121
Háblame de Miami,4BIKCqX1P2aMNKYem3ccTy,0.0805,0.863,158773,0.888,0.00658,1,0.052,-3.532,0,0.0664,110.016,0.96
Aftertaste (Mixed),3SrgHzUxU6n0XXmfakSlbI,0.198,0.76,194286,0.834,1.43e-06,1,0.271,-5.897,1,0.115,126.018,0.384
Avanti Morocha,5cn1yJqC9IqXO9OGImQdF5,0.0815,0.639,345027,0.673,0.0,7,0.1,-5.372,1,0.0267,109.605,0.5
Tengo Que Partir,5NP1C17UB2I1UN2a9Tkx2o,0.285,0.573,192347,0.791,0.0176,8,0.367,-7.761,0,0.35,179.82,0.419
Si Te Dijera,2l31pgSjgbB3OdJkmkUI7A,0.67,0.822,168832,0.43,7.12e-06,0,0.0977,-9.902,1,0.0325,118.013,0.851
PVP (TheNino),125Q4pl86lGrOnta9jAnRl,0.0403,0.866,151458,0.837,0.00282,0,0.249,-4.759,1,0.352,120.182,0.874
La Noche Suena,16zVGMOnMJ6RtSPYC3m04y,0.000675,0.693,201840,0.814,1.83e-05,7,0.0962,-4.522,1,0.0455,129.027,0.499
Calle,7EFRl4NSjwIq3uOswIb24J,0.161,0.687,60024,0.448,0.85,11,0.112,-15.359,0,0.0454,150.684,0.524
Macarena (Version Drill),4ztvdfoXwfDPOw5oCcGp1F,0.489,0.592,85970,0.676,8.31e-05,5,0.37,-9.942,1,0.358,126.683,0.685
Otoño,1oiMVYwxy3VqFWdxpZ5SzV,0.106,0.422,291529,0.892,0.000906,2,0.0547,-4.663,1,0.0567,169.834,0.421
Vuelvo,1VxuCrIXz2tm6IWo0sTmOM,0.0946,0.775,205895,0.748,1.46e-05,9,0.0489,-5.137,1,0.0339,109.971,0.964
Traicionera,4aUlVYpJEgmYhY0mdjEIas,0.683,0.597,280493,0.704,0.000196,7,0.0504,-8.328,0,0.0559,99.552,0.961
No Voy en Tren,2BfKitIUJdkl1AEbtq0Ht7,0.293,0.794,181600,0.908,0.251,2,0.0236,-7.132,1,0.0402,123.597,0.965
All In,5nmPOEtqd6EqRh3LkqDSeT,0.0214,0.831,213013,0.508,0.0,0,0.0913,-7.457,1,0.0943,149.98,0.709
El Túnel,0ElP2usfg6FLfLonWWWJHj,0.984,0.688,91918,0.441,0.966,3,0.106,-13.458,0,0.0839,120.935,0.394
We Own the Summer,7JJ1yxISd0GSasIg2JcPB4,0.14,0.525,164170,0.714,4.32e-06,0,0.117,-6.72,1,0.0411,195.759,0.636
Perdidos,4s9Wr2AlV52hk0sAeSwmm3,0.279,0.434,260920,0.58,1.26e-05,5,0.0882,-12.096,1,0.0605,145.981,0.737
La nuit est à nous,4GEnIr5B1xy3OyJ9Lre4ej,0.0631,0.865,184987,0.718,0.00129,8,0.0876,-7.818,0,0.117,120.012,0.96
Madre Tierra (Oye),2wlptOJ1g5fvLdu6ruKCKU,0.0183,0.695,205920,0.954,0.0,0,0.249,-3.501,1,0.0607,124.961,0.796
Mitos,7dIm7FG61pRfmNmgnBFLsX,0.308,0.494,169715,0.756,0.000429,4,0.111,-7.262,1,0.0598,159.994,0.809
Come on Over,4Z4HrH47UW6Vc4s76hAsSL,0.214,0.675,171413,0.859,0.0,11,0.117,-2.57,1,0.0318,110.037,0.556
Forajido,5cFyEBgrJT6E4AYcwotBU9,0.0178,0.498,187300,0.75,0.456,4,0.143,-10.308,0,0.0955,194.055,0.543
¿Quién Dice Amén?,4wWCtgIMjxrKjIjqiwVe7A,0.262,0.766,250160,0.828,0.0,9,0.0382,-4.944,0,0.0479,151.997,0.968
Dame Una Sonrisa,6wsh9vnMfUFFna0rWtsGPi,0.171,0.667,196817,0.719,0.0,0,0.0875,-4.188,1,0.0945,177.886,0.668
Memories Inside Never Die,2pgzkfJs3yWqBcg7UWTHSR,0.782,0.271,52682,0.223,0.0416,1,0.12,-22.72,1,0.048,171.811,0.42
Bella,6oEVwIjMDF4pwoEGw14wxk,0.00786,0.665,211461,0.548,0.0,7,0.203,-7.261,1,0.0304,180.135,0.719
Pachuco - Remasterizado,4jJZgjBpU1CCojZg4j3f2Q,0.241,0.629,194813,0.998,0.015,7,0.212,-1.84,1,0.0586,108.168,0.522
El Arriero - En Vivo,0lB58J8dSZCYque6JYAQLe,0.000336,0.343,522865,0.777,0.632,9,0.977,-7.973,0,0.041,107.156,0.42
CHIDO,3kviJWhyPA6gVOIBnMAvfm,0.379,0.638,133258,0.594,2.08e-06,0,0.128,-5.944,1,0.0598,105.941,0.48
Intro,2SEme9FFncoInpZ9yc4Aen,0.197,0.426,25867,0.463,0.0,9,0.438,-8.647,0,0.054,63.072,0.137
Boats,3YSCtJyHxCbZ8pLbyOdBpz,0.301,0.544,275093,0.535,0.0,0,0.126,-5.711,1,0.0338,81.929,0.296
Polca Hermética,1GaKRFD6S7AlVSYQGqYRHk,0.645,0.709,172329,0.733,0.714,0,0.0827,-9.24,1,0.103,179.836,0.846
Mi Bendición,52HQWaFydwBnJuGKchTBon,0.0647,0.722,157728,0.769,0.0,9,0.0801,-4.714,1,0.0872,95.936,0.572
Nena - MTV Unplugged; Live,7hmhrfNTAiBzep9Bxpuccj,0.424,0.546,296720,0.791,3.38e-05,6,0.692,-5.291,1,0.0433,122.006,0.329
That Could Be Us,5Jo1DvQ6auXLFx6QD3SC5I,0.112,0.831,124958,0.842,0.000338,0,0.0832,-4.945,1,0.0276,120.031,0.695
Last Night,6euu66avKlZQo1Eqb4niZ3,0.11,0.783,190053,0.941,0.58,11,0.115,-3.887,0,0.117,92.319,0.698
Bailando (Reggae),4ipJluTdSXt8rX1mk2ylvm,0.156,0.677,190694,0.946,0.00833,9,0.191,-4.813,1,0.066,193.962,0.934
